geo_name,geo_sumlevel,geo_id,income_below_poverty_2013,income_below_poverty_2014,income_below_poverty_2015,income_below_poverty:pop_poverty_status_2013,income_below_poverty:pop_poverty_status_2014,income_below_poverty:pop_poverty_status_2015,income_below_poverty:pop_poverty_status_2016,income_below_poverty_2016,pop_poverty_status_2013,pop_poverty_status_2014,pop_poverty_status_2015,pop_poverty_status_2016
"Marshall County, TN",county,05000US47117,4943,4749,4986,0.162113410514578,0.155089644361713,0.161867350582735,0.150705775705776,4655,30491,30621,30803,30888
"Maury County, TN",county,05000US47119,12423,13103,12667,0.154336401923149,0.160897380797426,0.153025598898245,0.147061262691483,12413,80493,81437,82777,84407
"Meigs County, TN",county,05000US47121,2380,2491,2377,0.206830624837056,0.218566289374397,0.208399088199193,0.18846522991013,2160,11507,11397,11406,11461
"Monroe County, TN",county,05000US47123,8677,8413,8627,0.196409977817013,0.189729827251815,0.193032310033116,0.192385354033923,8575,44178,44342,44692,44572
"Montgomery County, TN",county,05000US47125,28517,28961,28750,0.163943568044888,0.16254609335975,0.157688046423361,0.151900913600706,28232,173944,178171,182322,185858
"Moore County, TN",county,05000US47127,810,755,668,0.132288094071534,0.123024278963663,0.107672469374597,0.104190260475651,644,6123,6137,6204,6181
"Morgan County, TN",county,05000US47129,3936,4117,4185,0.208044822665046,0.220125113618136,0.226608187134503,0.235995296129998,4415,18919,18703,18468,18708
"Obion County, TN",county,05000US47131,5553,5903,6309,0.179048171793384,0.19130801140783,0.205853563038371,0.210548828639116,6399,31014,30856,30648,30392
"Overton County, TN",county,05000US47133,4896,4887,4668,0.224463598019439,0.224328666513656,0.214551638553109,0.199503539578928,4340,21812,21785,21757,21754
"Perry County, TN",county,05000US47135,1620,1834,1995,0.210663198959688,0.23836755913699,0.25811877345064,0.286046211436685,2216,7690,7694,7729,7747
"Pickett County, TN",county,05000US47137,949,837,808,0.191562373839322,0.16726618705036,0.161438561438561,0.165333866453419,827,4954,5004,5005,5002
"Polk County, TN",county,05000US47139,2838,3104,3094,0.172501823486506,0.18864713747417,0.188911955061668,0.177710109622412,2918,16452,16454,16378,16420
"Putnam County, TN",county,05000US47141,18500,17687,17830,0.265187351280066,0.252131147540984,0.252317271633765,0.240041357533079,17180,69762,70150,70665,71571
"Rhea County, TN",county,05000US47143,6993,7148,7664,0.225974277774187,0.229757963421298,0.245444355484387,0.228527656314832,7160,30946,31111,31225,31331
"Roane County, TN",county,05000US47145,7948,9064,9620,0.149727784789857,0.17214920610803,0.183840391377465,0.161870641428462,8449,53083,52652,52328,52196
"Robertson County, TN",county,05000US47147,8579,8149,8005,0.130184069560995,0.122961085208154,0.120251167961063,0.105450855753018,7067,65899,66273,66569,67017
"Rutherford County, TN",county,05000US47149,34268,35710,34475,0.130476168718921,0.132657230952116,0.124493989260475,0.125554241018926,35764,262638,269190,276921,284849
"Scott County, TN",county,05000US47151,6128,5981,5903,0.282708986897952,0.277052065962572,0.273464282405263,0.276906036551597,6000,21676,21588,21586,21668
"Sequatchie County, TN",county,05000US47153,2448,2636,2335,0.173641651298056,0.185948081264108,0.162967615857063,0.160851240240448,2328,14098,14176,14328,14473
"Sevier County, TN",county,05000US47155,13051,14033,14128,0.144631854248859,0.153582646572764,0.15282104534441,0.153050838377886,14285,90236,91371,92448,93335
"Shelby County, TN",county,05000US47157,190295,195530,196471,0.20814829561116,0.212949712371406,0.213583525659353,0.213843193340604,196471,914228,918198,919879,918762
"Smith County, TN",county,05000US47159,3650,2984,3066,0.194148936170213,0.158782525408397,0.162955089024714,0.161657921238141,3050,18800,18793,18815,18867
"Stewart County, TN",county,05000US47161,2638,2520,2560,0.200091019417476,0.191126279863481,0.19467680608365,0.192117099946634,2520,13184,13185,13150,13117
"Sullivan County, TN",county,05000US47163,28091,27716,26924,0.182729460742861,0.180003247280403,0.174522920555901,0.168492182382963,25982,153730,153975,154272,154203
"Sumner County, TN",county,05000US47165,16795,16818,15644,0.103815746366912,0.102075127002143,0.093258936023082,0.096764193212527,16543,161777,164761,167748,170962
"Tipton County, TN",county,05000US47167,8095,7926,8292,0.134408155810517,0.131038587441722,0.136496074009449,0.138166466019097,8378,60227,60486,60749,60637
"Trousdale County, TN",county,05000US47169,1047,1233,1345,0.136044698544699,0.158953203558077,0.172679419694441,0.132646572555004,1043,7696,7757,7789,7863
"Unicoi County, TN",county,05000US47171,3891,3683,3974,0.217119580380559,0.207072978747329,0.225002830936474,0.210349155636696,3687,17921,17786,17662,17528
"Union County, TN",county,05000US47173,4461,4279,4036,0.235881979695431,0.226726010703121,0.215276296138255,0.235469607373075,4420,18912,18873,18748,18771
"Van Buren County, TN",county,05000US47175,1232,1181,988,0.225310899780541,0.215550282898339,0.179799818016379,0.191389290882779,1058,5468,5479,5495,5528
"Warren County, TN",county,05000US47177,8439,8455,8329,0.214749217497519,0.21531526943058,0.211578519534624,0.206782926087397,8158,39297,39268,39366,39452
"Washington County, TN",county,05000US47179,21952,21605,21842,0.183378025044065,0.179316927418351,0.180694584622512,0.171177099613391,20810,119709,120485,120878,121570
"Wayne County, TN",county,05000US47181,3004,3158,3211,0.202207862143242,0.213392796810595,0.217827827148769,0.189302640487475,2796,14856,14799,14741,14770
"Weakley County, TN",county,05000US47183,6753,6900,6075,0.20925908710607,0.215000155797214,0.191435053885423,0.190912293060937,5962,32271,32093,31734,31229
"White County, TN",county,05000US47185,5065,5640,5011,0.198877022145437,0.220890612148984,0.1957421875,0.181196315441719,4662,25468,25533,25600,25729
"Williamson County, TN",county,05000US47187,10804,10742,10054,0.057446084478285,0.055698434097273,0.050649108577704,0.051501035196687,10547,188072,192860,198503,204792
"Wilson County, TN",county,05000US47189,11796,12308,12132,0.102237861637401,0.104441389610169,0.100578667241465,0.090989121041537,11266,115378,117846,120622,123817
"Anderson County, TX",county,05000US48001,9466,8288,8274,0.202706754036575,0.181814193265329,0.184757608914097,0.170596331310214,7561,46698,45585,44783,44321
"Andrews County, TX",county,05000US48003,1926,1822,2032,0.125235711034528,0.114461615780877,0.122572083484136,0.107370283018868,1821,15379,15918,16578,16960
"Angelina County, TX",county,05000US48005,16287,16909,16497,0.193489753489754,0.199725965911104,0.193658582396168,0.196449592692,16688,84175,84661,85186,84948
"Aransas County, TX",county,05000US48007,4513,4924,4509,0.195528789913782,0.210959256244377,0.189780714676544,0.170202228642179,4124,23081,23341,23759,24230
"Archer County, TX",county,05000US48009,988,953,862,0.11284980011422,0.109026427182245,0.099297315977422,0.081368469717984,704,8755,8741,8681,8652
"Armstrong County, TX",county,05000US48011,188,194,130,0.110588235294118,0.10335641981886,0.069222577209798,0.09614340032591,177,1700,1877,1878,1841
"Atascosa County, TX",county,05000US48013,7419,7162,7619,0.1640645731977,0.156317524063121,0.164064687008764,0.152961398892261,7208,45220,45817,46439,47123
"Austin County, TX",county,05000US48015,2868,2907,3289,0.101228293096146,0.102150537634409,0.115020108410561,0.144633985338568,4163,28332,28458,28595,28783
"Bailey County, TX",county,05000US48017,915,1455,1319,0.130360450206582,0.208781747739991,0.189675007190106,0.19145546705286,1322,7019,6969,6954,6905
"Bandera County, TX",county,05000US48019,3066,3049,2662,0.152871958516155,0.150865907966353,0.130183881064163,0.16499685397609,3409,20056,20210,20448,20661
"Bastrop County, TX",county,05000US48021,11917,11638,10664,0.165389846504011,0.158915257940301,0.143175532343385,0.136334896464513,10350,72054,73234,74482,75916
"Baylor County, TX",county,05000US48023,552,597,423,0.154319261951356,0.168027019420208,0.118987341772152,0.126895002807412,452,3577,3553,3555,3562
"Bee County, TX",county,05000US48025,5389,5705,5274,0.221705681490929,0.232629261131952,0.21216509775525,0.205464612421762,5121,24307,24524,24858,24924
"Bell County, TX",county,05000US48027,46943,46467,48543,0.153201724469915,0.148968024467342,0.153274161922534,0.146896684897034,47165,306413,311926,316707,321076
"Bexar County, TX",county,05000US48029,302559,312307,312088,0.17639352864014,0.178237073393448,0.17425640853839,0.171756607899337,313406,1715250,1752200,1790970,1824710
"Blanco County, TX",county,05000US48031,963,1051,954,0.09271204390103,0.100554917719097,0.090263979562873,0.097064833735835,1045,10387,10452,10569,10766
"Borden County, TX",county,05000US48033,6,7,10,0.00924499229584,0.010401188707281,0.014245014245014,0.02589928057554,18,649,673,702,695
"Bosque County, TX",county,05000US48035,2599,2528,2549,0.147252124645892,0.143367549481087,0.145010808965753,0.148200946570109,2599,17650,17633,17578,17537
"Bowie County, TX",county,05000US48037,17296,17024,16693,0.196657191586128,0.193716502998373,0.190520212741674,0.195476906258541,17166,87950,87881,87618,87816
"Brazoria County, TX",county,05000US48039,34441,35341,35762,0.111856292870505,0.112349870613742,0.111611503830969,0.104756369865109,34248,307904,314562,320415,326930
"Brazos County, TX",county,05000US48041,54587,54846,53207,0.298273318397902,0.293087232541735,0.278985507246377,0.269809628737605,52652,183010,187132,190716,195145
"Brewster County, TX",county,05000US48043,1126,1182,1238,0.123913282711566,0.129067481982966,0.135256200152955,0.112392880685564,1023,9087,9158,9153,9102
"Briscoe County, TX",county,05000US48045,300,326,307,0.186335403726708,0.204260651629073,0.185835351089588,0.144760751059964,239,1610,1596,1652,1651
"Brooks County, TX",county,05000US48047,2701,2498,2726,0.38284904323175,0.359890505690823,0.395933188090051,0.347377725397761,2358,7055,6941,6885,6788
"Brown County, TX",county,05000US48049,6612,6868,6581,0.184060351306962,0.191677597611007,0.183411833560938,0.177406368860879,6390,35923,35831,35881,36019
"Burleson County, TX",county,05000US48051,2547,2706,2761,0.150371944739639,0.160194174757282,0.16237355916255,0.136127184522766,2329,16938,16892,17004,17109
"Burnet County, TX",county,05000US48053,6959,7238,6989,0.163215047963037,0.166801096951121,0.159920371599204,0.143561668627274,6346,42637,43393,43703,44204
"Caldwell County, TX",county,05000US48055,6718,6619,7169,0.186585196500486,0.181486660634477,0.193239709965228,0.186359167840157,7014,36005,36471,37099,37637
"Calhoun County, TX",county,05000US48057,3731,4203,4136,0.175626059122576,0.197444449664114,0.193379465120628,0.181086332932359,3914,21244,21287,21388,21614
"Callahan County, TX",county,05000US48059,2032,2467,2548,0.151528709917972,0.184131959994029,0.190106692531523,0.180249851279001,2424,13410,13398,13403,13448
"Cameron County, TX",county,05000US48061,141315,142946,139768,0.347864295631111,0.348356500887061,0.33808731325954,0.330387092567504,136809,406236,410344,413408,414087
"Camp County, TX",county,05000US48063,2665,2656,2454,0.217675406354652,0.215339711366953,0.197330331296237,0.192757660167131,2422,12243,12334,12436,12565
"Carson County, TX",county,05000US48065,438,398,435,0.072396694214876,0.066080026564835,0.0730110775428,0.059340659340659,351,6050,6023,5958,5915
"Cass County, TX",county,05000US48067,6215,6218,5915,0.209104367135455,0.208636714424722,0.198396726370162,0.1921608040201,5736,29722,29803,29814,29850
"Castro County, TX",county,05000US48069,1908,1538,1339,0.240574959021561,0.194511192614139,0.170899808551372,0.162085430378113,1256,7931,7907,7835,7749
"Chambers County, TX",county,05000US48071,3410,3947,3921,0.09693834039287,0.109126600127181,0.105950064850843,0.116523576806234,4411,35177,36169,37008,37855
"Cherokee County, TX",county,05000US48073,11766,11177,10688,0.244747680658984,0.232075745935508,0.220753469927297,0.218890430532834,10570,48074,48161,48416,48289
"Childress County, TX",county,05000US48075,890,1126,1177,0.159184403505634,0.196784341139462,0.202129486518976,0.228231292517007,1342,5591,5722,5823,5880
"Clay County, TX",county,05000US48077,1074,1428,1246,0.102588594899226,0.136781609195402,0.120561199806483,0.153628560280921,1575,10469,10440,10335,10252
"Cochran County, TX",county,05000US48079,453,473,591,0.15135315736719,0.159098553649512,0.200474898236092,0.195801789401239,569,2993,2973,2948,2906
"Coke County, TX",county,05000US48081,339,369,361,0.109850939727803,0.119070667957406,0.116077170418006,0.172424927349047,534,3086,3099,3110,3097
"Coleman County, TX",county,05000US48083,2382,1793,1924,0.275917989111549,0.208950005826827,0.226352941176471,0.182991827549449,1545,8633,8581,8500,8443
"Collin County, TX",county,05000US48085,62986,65433,64824,0.078017276616617,0.078587436675338,0.075582839253546,0.071005508080785,62651,807334,832614,857655,882340
"Collingsworth County, TX",county,05000US48087,606,654,675,0.203765971755212,0.22020202020202,0.226054922973878,0.196754563894523,582,2974,2970,2986,2958
"Colorado County, TX",county,05000US48089,3376,3550,3081,0.165506422198255,0.174113492569523,0.151185043427057,0.139840266549072,2854,20398,20389,20379,20409
"Comal County, TX",county,05000US48091,11311,12192,10423,0.102024065087583,0.106488719637351,0.088029864108173,0.092345474209786,11356,110866,114491,118403,122973
"Comanche County, TX",county,05000US48093,3599,3486,3107,0.264496215183361,0.257269372693727,0.23191759349108,0.213288033220083,2825,13607,13550,13397,13245
"Concho County, TX",county,05000US48095,465,345,298,0.165303945965162,0.131278538812785,0.111277072442121,0.106313497822932,293,2813,2628,2678,2756
"Cooke County, TX",county,05000US48097,5569,5480,5292,0.147777630356906,0.144804988901807,0.139091124135937,0.150486202365309,5726,37685,37844,38047,38050
"Coryell County, TX",county,05000US48099,8659,7994,8631,0.134017427373048,0.126046577632015,0.138363872457077,0.141481348928763,8697,64611,63421,62379,61471
"Cottle County, TX",county,05000US48101,236,324,340,0.154349247874428,0.204287515762926,0.22742474916388,0.250484183344093,388,1529,1586,1495,1549
"Crane County, TX",county,05000US48103,605,465,606,0.13847562371252,0.103609625668449,0.131140445790954,0.117220801364024,550,4369,4488,4621,4692
"Crockett County, TX",county,05000US48105,625,634,635,0.166666666666667,0.167636171337916,0.175462835037303,0.226751931787903,851,3750,3782,3619,3753
"Crosby County, TX",county,05000US48107,1577,1405,1358,0.265042016806723,0.23709078636517,0.229353149805776,0.199593013396642,1177,5950,5926,5921,5897
"Culberson County, TX",county,05000US48109,584,670,677,0.251724137931034,0.291051259774109,0.296539640823478,0.237989323843416,535,2320,2302,2283,2248
"Dallam County, TX",county,05000US48111,1231,1262,1183,0.181429624170965,0.183057731360603,0.170020120724346,0.161539562169123,1129,6785,6894,6958,6989
"Dallas County, TX",county,05000US48113,454926,467347,472926,0.191085964868066,0.193303911187585,0.192687329131305,0.185747207013388,461045,2380740,2417680,2454370,2482110
"Dawson County, TX",county,05000US48115,2550,2192,1924,0.219260533104041,0.189504625226939,0.165562344032355,0.162784611358283,1866,11630,11567,11621,11463
"Deaf Smith County, TX",county,05000US48117,3600,3643,3955,0.189364052390721,0.19140440287921,0.208377239199157,0.171818568090079,3235,19011,19033,18980,18828
"Delta County, TX",county,05000US48119,921,1045,1177,0.178904428904429,0.202558635394456,0.228454968944099,0.215408499902969,1110,5148,5159,5152,5153
"Denton County, TX",county,05000US48121,59068,61925,63220,0.087496870773693,0.088991113103861,0.087912515783092,0.087181500731314,64613,675087,695856,719124,741132
"DeWitt County, TX",county,05000US48123,2495,2535,2817,0.135465305679227,0.136584051724138,0.150682000534902,0.161569962240068,3038,18418,18560,18695,18803
"Dickens County, TX",county,05000US48125,393,331,417,0.188128291048349,0.157619047619048,0.200770341839191,0.18952981095492,391,2089,2100,2077,2063
"Dimmit County, TX",county,05000US48127,2691,2184,2003,0.264940435167864,0.209375898763302,0.189194294889959,0.233125407317754,2504,10157,10431,10587,10741
"Donley County, TX",county,05000US48129,557,500,585,0.167418094379321,0.149253731343284,0.176683781334944,0.150078003120125,481,3327,3350,3311,3205
"Duval County, TX",county,05000US48131,2169,2610,2617,0.197271487039563,0.236541598694943,0.238908161402227,0.245232856618995,2675,10995,11034,10954,10908
"Eastland County, TX",county,05000US48133,3300,3586,3162,0.18967697436487,0.206805074971165,0.182048477171973,0.175911525833765,3054,17398,17340,17369,17361
"Ector County, TX",county,05000US48135,22080,20788,19162,0.158886642152453,0.145726283026407,0.1299435794499,0.124425154065337,18777,138967,142651,147464,150910
"Edwards County, TX",county,05000US48137,379,321,205,0.184428223844282,0.159147248388696,0.108236536430834,0.07741935483871,156,2055,2017,1894,2015
"Ellis County, TX",county,05000US48139,17768,18294,18755,0.118557664077722,0.120185264264363,0.121070298883223,0.110438451660246,17458,149868,152215,154910,158079
"El Paso County, TX",county,05000US48141,186223,189586,185728,0.233187410937668,0.234298319872955,0.227579953437079,0.224698854057224,183925,798598,809165,816100,818540
"Erath County, TX",county,05000US48143,8268,8982,9340,0.223206090383889,0.23920743561746,0.24405539587144,0.245148637489678,9500,37042,37549,38270,38752
"Falls County, TX",county,05000US48145,3326,3446,3417,0.208840889112144,0.218821437642875,0.220394736842105,0.243280005181683,3756,15926,15748,15504,15439
"Fannin County, TX",county,05000US48147,5353,5479,5305,0.171923175745118,0.177067511230327,0.17218435572866,0.164912964406339,5078,31136,30943,30810,30792
"Fayette County, TX",county,05000US48149,2786,2787,3021,0.115630447414294,0.115112965181116,0.123836851813896,0.107610474631751,2630,24094,24211,24395,24440
"Fisher County, TX",county,05000US48151,660,540,666,0.170851669686772,0.140734949179046,0.174986862848135,0.197738627399422,752,3863,3837,3806,3803
"Floyd County, TX",county,05000US48153,1269,1414,1375,0.202715654952077,0.228802588996764,0.22445315050604,0.220235138267925,1330,6260,6180,6126,6039
"Foard County, TX",county,05000US48155,169,78,114,0.154056517775752,0.069456812110419,0.097938144329897,0.069314641744548,89,1097,1123,1164,1284
"Fort Bend County, TX",county,05000US48157,50841,54401,53761,0.084391806652945,0.086795517349212,0.082422779907981,0.081879287665092,55523,602440,626772,652259,678108
"Franklin County, TX",county,05000US48159,1500,1442,1726,0.143513203214696,0.137779476399771,0.164521971213421,0.168260952745361,1759,10452,10466,10491,10454
"Freestone County, TX",county,05000US48161,2820,3085,2683,0.155783891282731,0.170366688756351,0.148997612039762,0.166406772109601,2988,18102,18108,18007,17956
"Frio County, TX",county,05000US48163,3570,3259,3321,0.240209931368591,0.2178330325513,0.220899294931489,0.213039309683605,3333,14862,14961,15034,15645
"Gaines County, TX",county,05000US48165,3000,2727,2177,0.167532249958117,0.148529411764706,0.115908848897881,0.107248023970657,2076,17907,18360,18782,19357
"Galveston County, TX",county,05000US48167,38856,39916,41985,0.133481279436064,0.134773037289143,0.139086734998112,0.136270019166423,41948,291097,296172,301862,307830
"Garza County, TX",county,05000US48169,626,491,432,0.154988858628373,0.12075750122971,0.104146576663452,0.134366925064599,624,4039,4066,4148,4644
"Gillespie County, TX",county,05000US48171,2951,3270,2791,0.120360551431601,0.132195989650712,0.111586438509515,0.107630934512995,2725,24518,24736,25012,25318
"Glasscock County, TX",county,05000US48173,49,46,40,0.041666666666667,0.038655462184874,0.033898305084746,0.05267358339984,66,1176,1190,1180,1253
"Goliad County, TX",county,05000US48175,1046,1165,1358,0.14699269252389,0.161201051612011,0.185645933014354,0.169132618433555,1246,7116,7227,7315,7367
"Gonzales County, TX",county,05000US48177,4283,4282,4009,0.219090490562177,0.218046644261126,0.202823029444501,0.172374086312206,3443,19549,19638,19766,19974
"Gray County, TX",county,05000US48179,3061,2866,2824,0.146312317766837,0.136573743149869,0.132819113912144,0.157344950346637,3359,20921,20985,21262,21348
"Grayson County, TX",county,05000US48181,18645,18771,19420,0.157482642701488,0.157719615174558,0.161910240697665,0.155633971193246,18877,118394,119015,119943,121291
"Gregg County, TX",county,05000US48183,20865,22841,21769,0.176275281753206,0.192097760359285,0.182286345899416,0.182414214660124,21785,118366,118903,119422,119426
"Grimes County, TX",county,05000US48185,4475,4434,4701,0.190587734241908,0.188336235823812,0.198195539440954,0.20254707464694,4819,23480,23543,23719,23792
"Guadalupe County, TX",county,05000US48187,13035,13366,13924,0.097409148314489,0.097075250386747,0.098487045459368,0.104581913318875,15190,133817,137687,141379,145245
"Hale County, TX",county,05000US48189,7374,7976,7548,0.223116490166414,0.241594475071182,0.230009751340809,0.207072413899044,6740,33050,33014,32816,32549
"Hall County, TX",county,05000US48191,774,773,844,0.238373883584848,0.241110417966313,0.268533248488705,0.286959328599096,889,3247,3206,3143,3098
"Hamilton County, TX",county,05000US48193,1025,968,1159,0.125782304577249,0.120368067644864,0.144875,0.14769153352623,1174,8149,8042,8000,7949
"Hansford County, TX",county,05000US48195,934,1030,939,0.170189504373178,0.18861014466215,0.171225382932166,0.200109549023188,1096,5488,5461,5484,5477
"Hardeman County, TX",county,05000US48197,1074,955,585,0.265512978986403,0.237976576127585,0.147578203834511,0.154631283490686,606,4045,4013,3964,3919
"Hardin County, TX",county,05000US48199,5940,6616,6684,0.109108943627046,0.120946217688567,0.12181741967231,0.117719725320641,6480,54441,54702,54869,55046
"Harris County, TX",county,05000US48201,765948,778703,774568,0.185041540539169,0.184297933371832,0.179622466490423,0.173933329688155,763456,4139330,4225240,4312200,4389360
"Harrison County, TX",county,05000US48203,10284,10618,11151,0.159634907329794,0.162855258516235,0.171767895377316,0.177374323219547,11499,64422,65199,64919,64829
"Hartley County, TX",county,05000US48205,395,410,295,0.086338797814208,0.089324618736384,0.063797577854671,0.073324336482231,326,4575,4590,4624,4446
"Haskell County, TX",county,05000US48207,990,1072,1030,0.189111747851003,0.212067260138477,0.205138418641705,0.205676676264912,1000,5235,5055,5021,4862
"Hays County, TX",county,05000US48209,26750,28239,28783,0.17047554711498,0.172820239778214,0.168846939014947,0.16195515554159,28863,156914,163401,170468,178216
"Hemphill County, TX",county,05000US48211,458,523,502,0.117165515477104,0.131407035175879,0.123402163225172,0.117933723196881,484,3909,3980,4068,4104
"Henderson County, TX",county,05000US48213,14559,15311,14572,0.18857342693573,0.197663310095533,0.188008825009354,0.187942714370347,14593,77206,77460,77507,77646
"Hidalgo County, TX",county,05000US48215,272065,275717,277104,0.347849601219228,0.345922704780641,0.342487628106569,0.327577138635491,267812,782134,797048,809092,817554
"Hill County, TX",county,05000US48217,5753,6600,7049,0.170071244863571,0.195023934755629,0.207904438873322,0.190629428436467,6457,33827,33842,33905,33872
"Hockley County, TX",county,05000US48219,3518,3396,3297,0.157348600053672,0.151121395514418,0.146085338295893,0.156727321025369,3540,22358,22472,22569,22587
"Hood County, TX",county,05000US48221,6190,6053,6161,0.121303572478395,0.117319843392643,0.117473210540365,0.120512820512821,6439,51029,51594,52446,53430
"Hopkins County, TX",county,05000US48223,6667,7187,6972,0.192715710362769,0.206203018304929,0.198564593301435,0.194845652789578,6880,34595,34854,35112,35310
"Houston County, TX",county,05000US48225,4109,4552,4918,0.197301450110439,0.225101374740382,0.250114428113716,0.244201424211597,4801,20826,20222,19663,19660
"Howard County, TX",county,05000US48227,4523,4724,4787,0.152860860454899,0.157194196725676,0.156340834122604,0.149369855967078,4646,29589,30052,30619,31104
"Hudspeth County, TX",county,05000US48229,1410,1303,1192,0.440900562851782,0.431885979449785,0.402838796890842,0.37940288493794,1131,3198,3017,2959,2981
"Hunt County, TX",county,05000US48231,16655,16502,16112,0.198906046600504,0.195572305577283,0.189252363892641,0.188857182628062,16281,83733,84378,85135,86208
"Hutchinson County, TX",county,05000US48233,3426,3543,3493,0.158047700327536,0.163294464672535,0.161086515403062,0.164739082161362,3561,21677,21697,21684,21616
"Irion County, TX",county,05000US48235,140,156,191,0.087336244541485,0.095940959409594,0.1161800486618,0.117106069895769,191,1603,1626,1644,1631
"Jack County, TX",county,05000US48237,1296,1407,1324,0.166902768834514,0.182135922330097,0.172104510594047,0.171548117154812,1312,7765,7725,7693,7648
"Jackson County, TX",county,05000US48239,1774,1895,1765,0.127195812719581,0.134779516358464,0.12433079740772,0.129663140311804,1863,13947,14060,14196,14368
"Jasper County, TX",county,05000US48241,6173,6213,5912,0.178039916935856,0.178549874989223,0.170168671924472,0.163389242336611,5650,34672,34797,34742,34580
"Jeff Davis County, TX",county,05000US48243,166,162,123,0.074008024966563,0.072972972972973,0.0567081604426,0.079814385150812,172,2243,2220,2169,2155
"Jefferson County, TX",county,05000US48245,49484,50328,47095,0.20978285753046,0.213054724177783,0.198857398618407,0.200091240490502,47369,235882,236221,236828,236737
"Jim Hogg County, TX",county,05000US48247,734,828,915,0.140129820542192,0.158045428516893,0.175421779141104,0.209472468232576,1088,5238,5239,5216,5194
"Jim Wells County, TX",county,05000US48249,8837,8354,9128,0.217488678873794,0.204875416911909,0.222726496352146,0.206826671875381,8471,40632,40776,40983,40957
"Johnson County, TX",county,05000US48251,17844,18846,18392,0.119712593169056,0.125212607632614,0.120823534048955,0.121157557936189,18706,149057,150512,152222,154394
"Jones County, TX",county,05000US48253,2456,2389,2285,0.185204735691124,0.184066569073118,0.182507987220447,0.166951257373486,2151,13261,12979,12520,12884
"Karnes County, TX",county,05000US48255,2657,2727,3079,0.232927149995617,0.23118006103764,0.253561722803261,0.240438948489067,2936,11407,11796,12143,12211
"Kaufman County, TX",county,05000US48257,13757,14628,15016,0.132721677134285,0.13865534270467,0.139696715973579,0.137485716358624,15160,103653,105499,107490,110266
"Kendall County, TX",county,05000US48259,3205,3323,2862,0.092995589600743,0.093389916249789,0.077554670352004,0.06137502922002,2363,34464,35582,36903,38501
"Kenedy County, TX",county,05000US48261,172,138,151,0.32824427480916,0.261363636363636,0.267256637168142,0.227598566308244,127,524,528,565,558
"Kent County, TX",county,05000US48263,74,84,74,0.086046511627907,0.104477611940299,0.096228868660598,0.116693679092382,72,860,804,769,617
"Kerr County, TX",county,05000US48265,7180,7818,7718,0.1493375486179,0.16206803623624,0.159081540110479,0.167024957516942,8158,48079,48239,48516,48843
"Kimble County, TX",county,05000US48267,874,917,912,0.1949587329913,0.206299212598425,0.206334841628959,0.189509692132269,831,4483,4445,4420,4385
"King County, TX",county,05000US48269,19,21,19,0.059190031152648,0.072413793103448,0.071161048689139,0.032846715328467,9,321,290,267,274
"Kinney County, TX",county,05000US48271,860,839,572,0.256869772998805,0.253550921728619,0.177584601055573,0.204758922980589,654,3348,3309,3221,3194
"Kleberg County, TX",county,05000US48273,7366,7714,7849,0.244660710133856,0.255379725882275,0.260798777246146,0.237943843914193,7110,30107,30206,30096,29881
"Knox County, TX",county,05000US48275,746,665,605,0.20785734187796,0.183044315992293,0.165165165165165,0.146528157463095,536,3589,3633,3663,3658
"Lamar County, TX",county,05000US48277,9260,9218,9076,0.190778359223701,0.189250225835592,0.18612854271769,0.198553515817079,9691,48538,48708,48762,48808
"Lamb County, TX",county,05000US48279,3021,3159,3173,0.220978714066272,0.231972389484506,0.235071862498148,0.207619477006312,2763,13671,13618,13498,13308
"Lampasas County, TX",county,05000US48281,3314,2870,2923,0.169150673744385,0.1454637607704,0.146171925788868,0.136886102403344,2751,19592,19730,19997,20097
"La Salle County, TX",county,05000US48283,1322,1021,972,0.216899097621001,0.1648369389732,0.155719320730535,0.132090253838922,843,6095,6194,6242,6382
"Lavaca County, TX",county,05000US48285,1571,1975,1765,0.083033826638478,0.103920021047093,0.092398701706628,0.1039333159677,1995,18920,19005,19102,19195
"Lee County, TX",county,05000US48287,1960,2400,2374,0.123628106471553,0.149318733279413,0.146833250865908,0.147815384615385,2402,15854,16073,16168,16250
"Leon County, TX",county,05000US48289,2944,2249,2322,0.176859305538868,0.135213130523658,0.138975341153938,0.160280818657782,2694,16646,16633,16708,16808
"Liberty County, TX",county,05000US48291,12887,12934,12548,0.184221059553421,0.183169999433524,0.176169149339436,0.173476782429344,12448,69954,70612,71227,71756
"Limestone County, TX",county,05000US48293,4643,4988,5189,0.214943752604046,0.223456679509005,0.232201190316374,0.221934793274163,4976,21601,22322,22347,22421
"Lipscomb County, TX",county,05000US48295,364,352,317,0.109342144788225,0.104544104544105,0.092258440046566,0.103617945007236,358,3329,3367,3436,3455
"Live Oak County, TX",county,05000US48297,1709,1555,1567,0.171345498295568,0.154128258499356,0.152803510482691,0.159215989186058,1649,9974,10089,10255,10357
"Llano County, TX",county,05000US48299,2677,2858,2841,0.141050634912271,0.149994751758161,0.148564555770538,0.137810098509464,2672,18979,19054,19123,19389
"Loving County, TX",county,05000US48301,10,16,33,0.120481927710843,0.188235294117647,0.289473684210526,0.164383561643836,12,83,85,114,73
"Lubbock County, TX",county,05000US48303,55099,55421,54155,0.203907999185833,0.201833292059376,0.194213927600577,0.194683158263429,55027,270215,274588,278842,282649
