geo_name,geo_sumlevel,geo_id,income_below_poverty_2013,income_below_poverty_2014,income_below_poverty_2015,income_below_poverty:pop_poverty_status_2013,income_below_poverty:pop_poverty_status_2014,income_below_poverty:pop_poverty_status_2015,income_below_poverty:pop_poverty_status_2016,income_below_poverty_2016,pop_poverty_status_2013,pop_poverty_status_2014,pop_poverty_status_2015,pop_poverty_status_2016
"Jackson County, IA",county,05000US19097,2047,2160,2343,0.104909799097991,0.111111111111111,0.12100397665651,0.137918486171761,2653,19512,19440,19363,19236
"Jasper County, IA",county,05000US19099,4105,3926,3342,0.118497777264592,0.113412485195135,0.09619757635071,0.092708572741899,3227,34642,34617,34741,34808
"Jefferson County, IA",county,05000US19101,1895,2139,2311,0.124180865006553,0.139758248938256,0.149676165803109,0.155769828926905,2504,15260,15305,15440,16075
"Johnson County, IA",county,05000US19103,22300,22733,23537,0.177037519251838,0.176663040099472,0.179198452941087,0.178812602358642,23911,125962,128680,131346,133721
"Jones County, IA",county,05000US19105,1587,1946,1950,0.082686396081905,0.101338332552205,0.101960784313725,0.106347380529123,2034,19193,19203,19125,19126
"Keokuk County, IA",county,05000US19107,1348,1319,1374,0.131846635367762,0.129669681478569,0.135462880804496,0.128431275393915,1296,10224,10172,10143,10091
"Kossuth County, IA",county,05000US19109,1315,1293,1357,0.086856010568032,0.085856573705179,0.090490797546012,0.097374765604072,1454,15140,15060,14996,14932
"Lee County, IA",county,05000US19111,5262,5616,5791,0.15146804835924,0.161653377853257,0.167515186577958,0.16395596694601,5615,34740,34741,34570,34247
"Linn County, IA",county,05000US19113,20222,20005,20747,0.09705783537317,0.095366353625399,0.098261816804016,0.093674435234233,19912,208350,209770,211140,212566
"Louisa County, IA",county,05000US19115,1363,1329,1357,0.121935945607443,0.119299820466786,0.122054326317683,0.125541125541126,1392,11178,11140,11118,11088
"Lucas County, IA",county,05000US19117,1469,1345,1126,0.169689268799815,0.15565328087027,0.13106739611221,0.106246351430239,910,8657,8641,8591,8565
"Lyon County, IA",county,05000US19119,916,908,843,0.079818752178459,0.078894777999826,0.072974376731302,0.058350622406639,675,11476,11509,11552,11568
"Madison County, IA",county,05000US19121,1359,1333,1164,0.088551508438131,0.086564062601468,0.075554978579774,0.068304063249303,1054,15347,15399,15406,15431
"Mahaska County, IA",county,05000US19123,3462,3159,3206,0.159333578792342,0.145582745748652,0.147354874293331,0.138856852885547,3010,21728,21699,21757,21677
"Marion County, IA",county,05000US19125,2923,3040,3124,0.092476588205518,0.096077873644954,0.098895185032765,0.098547783626102,3108,31608,31641,31589,31538
"Marshall County, IA",county,05000US19127,4810,4730,4429,0.121479984846572,0.119107574536664,0.111370951518809,0.10745674784054,4267,39595,39712,39768,39709
"Mills County, IA",county,05000US19129,1026,1061,1300,0.070115492380237,0.072467727614234,0.088998425412474,0.082307060755337,1203,14633,14641,14607,14616
"Mitchell County, IA",county,05000US19131,746,1159,1005,0.071203588813592,0.110559954211581,0.095514160805931,0.092196559262428,970,10477,10483,10522,10521
"Monona County, IA",county,05000US19133,806,1016,1233,0.090368875434466,0.114016384244193,0.139243365330322,0.144675531310376,1273,8919,8911,8855,8799
"Monroe County, IA",county,05000US19135,924,854,944,0.118431171494489,0.109137380191693,0.120638977635783,0.132392559332906,1032,7802,7825,7825,7795
"Montgomery County, IA",county,05000US19137,1670,1743,1717,0.160654160654161,0.168911716251575,0.167643038469049,0.150595882990249,1529,10395,10319,10242,10153
"Muscatine County, IA",county,05000US19139,6049,5658,5219,0.143996381641592,0.134579706008277,0.123869650867491,0.114010304138275,4802,42008,42042,42133,42119
"O'Brien County, IA",county,05000US19141,1568,1403,1013,0.112732762959235,0.101066128799885,0.073114399133887,0.092528236316247,1278,13909,13882,13855,13812
"Osceola County, IA",county,05000US19143,536,500,521,0.086326300531487,0.0814332247557,0.085423839973766,0.10440105890139,631,6209,6140,6099,6044
"Page County, IA",county,05000US19145,2038,1940,2262,0.139245695545231,0.132089603050317,0.153335140997831,0.149498943349922,2193,14636,14687,14752,14669
"Palo Alto County, IA",county,05000US19147,824,885,948,0.091545383846239,0.099415861604134,0.107215562090025,0.090557891148733,797,9001,8902,8842,8801
"Plymouth County, IA",county,05000US19149,1571,1851,1907,0.06396058952854,0.07541250763903,0.077878057744926,0.086205488402483,2111,24562,24545,24487,24488
"Pocahontas County, IA",county,05000US19151,1002,1060,987,0.141785764822414,0.150997150997151,0.141789972705071,0.128298057407944,885,7067,7020,6961,6898
"Polk County, IA",county,05000US19153,50853,54642,57143,0.118294977935857,0.125196758384141,0.128856296917668,0.124310398436459,55972,429883,436449,443463,450260
"Pottawattamie County, IA",county,05000US19155,12468,11985,11779,0.137532403066571,0.131986124112108,0.129879151413576,0.117580927818007,10668,90655,90805,90692,90729
"Poweshiek County, IA",county,05000US19157,2184,1930,1767,0.12807130710139,0.113256264303738,0.104174036080651,0.100130579297246,1687,17053,17041,16962,16848
"Ringgold County, IA",county,05000US19159,651,809,514,0.13125,0.164967373572594,0.105870236869207,0.109919571045576,533,4960,4904,4855,4849
"Sac County, IA",county,05000US19161,868,776,805,0.086843421710856,0.078107700050327,0.08151073309032,0.101620629905208,997,9995,9935,9876,9811
"Scott County, IA",county,05000US19163,21446,21155,20229,0.130919968255906,0.127718277206921,0.121274070166183,0.121612363198751,20413,163810,165638,166804,167853
"Shelby County, IA",county,05000US19165,1274,1374,1307,0.108140225787285,0.117115581316059,0.111594945355191,0.100299017513883,1174,11781,11732,11712,11705
"Sioux County, IA",county,05000US19167,2592,2698,2663,0.082199600418609,0.084858778385859,0.082931082806515,0.075869990376556,2444,31533,31794,32111,32213
"Story County, IA",county,05000US19169,17250,18222,19109,0.209265931506351,0.21916720790936,0.226710801063022,0.223457195840473,19039,82431,83142,84288,85202
"Tama County, IA",county,05000US19171,1969,2117,1919,0.114523352527191,0.123627657089465,0.11265703886345,0.129743468495094,2195,17193,17124,17034,16918
"Taylor County, IA",county,05000US19173,884,839,860,0.144586195616618,0.137880032867708,0.141261498028909,0.131951299769661,802,6114,6085,6088,6078
"Union County, IA",county,05000US19175,1974,1624,1676,0.161103403248184,0.132538970048151,0.136404329779442,0.129366634018936,1585,12253,12253,12287,12252
"Van Buren County, IA",county,05000US19177,1224,1089,1095,0.165293720459149,0.147321428571429,0.149101307189542,0.145185591014929,1060,7405,7392,7344,7301
"Wapello County, IA",county,05000US19179,6582,6575,6399,0.190804730983302,0.191011562372901,0.186271941315169,0.175362613725547,6033,34496,34422,34353,34403
"Warren County, IA",county,05000US19181,3258,2829,3124,0.072622709642905,0.062484815019326,0.068388791593695,0.073444010276117,3402,44862,45275,45680,46321
"Washington County, IA",county,05000US19183,2089,1820,2013,0.09771727944616,0.084852440673225,0.093345699049386,0.08995148995149,1947,21378,21449,21565,21645
"Wayne County, IA",county,05000US19185,774,827,834,0.123721227621483,0.131940012763242,0.132802547770701,0.146713242299143,924,6256,6268,6280,6298
"Webster County, IA",county,05000US19187,5574,5490,5210,0.158168042904571,0.157523241133938,0.151572455124662,0.156714891129622,5362,35241,34852,34373,34215
"Winnebago County, IA",county,05000US19189,1162,1026,995,0.113809990205681,0.101704996034893,0.09917272999103,0.102484472049689,1023,10210,10088,10033,9982
"Winneshiek County, IA",county,05000US19191,1568,1450,1507,0.084219572456762,0.078154476365008,0.081468266839658,0.079921815615159,1472,18618,18553,18498,18418
"Woodbury County, IA",county,05000US19193,15532,15434,14557,0.156634160607497,0.155288814657558,0.146300037185556,0.141633145615447,14084,99161,99389,99501,99440
"Worth County, IA",county,05000US19195,856,966,887,0.115379431190187,0.130258899676375,0.119574009166891,0.104701432045393,775,7419,7416,7418,7402
"Wright County, IA",county,05000US19197,1418,1448,1412,0.110204398849771,0.113622096672944,0.111251181846833,0.12846865364851,1625,12867,12744,12692,12649
"Allen County, KS",county,05000US20001,2174,2296,2257,0.169724412522445,0.18033301916431,0.179540211598123,0.154143201930813,1916,12809,12732,12571,12430
"Anderson County, KS",county,05000US20003,1007,1157,1362,0.12792174796748,0.147802759325498,0.175064267352185,0.151077280350923,1171,7872,7828,7780,7751
"Atchison County, KS",county,05000US20005,2694,2848,2970,0.171308660816482,0.182751540041068,0.192469703842914,0.1922599202458,2941,15726,15584,15431,15297
"Barber County, KS",county,05000US20007,512,564,511,0.105697770437655,0.116721854304636,0.108700276536907,0.141864870553568,674,4844,4832,4701,4751
"Barton County, KS",county,05000US20009,3752,4310,4261,0.138752265078954,0.159789419048678,0.158501655321207,0.154816256268243,4137,27041,26973,26883,26722
"Bourbon County, KS",county,05000US20011,2821,2555,2757,0.193100143747005,0.176231204304042,0.19197827449342,0.173946467258369,2489,14609,14498,14361,14309
"Brown County, KS",county,05000US20013,1860,1893,1598,0.190184049079755,0.193498926709598,0.163679196968145,0.145094806265458,1408,9780,9783,9763,9704
"Butler County, KS",county,05000US20015,5374,5885,6620,0.084478259502625,0.09250381175435,0.104081504307905,0.096967316153363,6171,63614,63619,63604,63640
"Chase County, KS",county,05000US20017,344,297,360,0.131147540983607,0.113532110091743,0.138355111452729,0.125048243921266,324,2623,2616,2602,2591
"Chautauqua County, KS",county,05000US20019,534,556,579,0.152397260273973,0.159907966637906,0.168216153399187,0.148366205475419,504,3504,3477,3442,3397
"Cherokee County, KS",county,05000US20021,3863,3724,3511,0.183917349076366,0.178523489932886,0.170156053116216,0.162181996086106,3315,21004,20860,20634,20440
"Cheyenne County, KS",county,05000US20023,297,234,214,0.111570247933884,0.088235294117647,0.081029912911776,0.088602801968951,234,2662,2652,2641,2641
"Clark County, KS",county,05000US20025,271,289,311,0.127230046948357,0.137161841480778,0.149447381066795,0.135814403093282,281,2130,2107,2081,2069
"Clay County, KS",county,05000US20027,1164,922,942,0.13970235237638,0.111164697371594,0.113891911498005,0.09725442342892,797,8332,8294,8271,8195
"Cloud County, KS",county,05000US20029,1434,1544,1202,0.162640353861858,0.173191250701066,0.134542198343407,0.129314208874944,1154,8817,8915,8934,8924
"Coffey County, KS",county,05000US20031,766,719,833,0.091495461060679,0.086118097975806,0.099987996639059,0.107431049018427,892,8372,8349,8331,8303
"Comanche County, KS",county,05000US20033,118,95,140,0.064235166031573,0.051658510059815,0.072314049586777,0.085667215815486,156,1837,1839,1936,1821
"Cowley County, KS",county,05000US20035,6025,5994,5971,0.17619019768394,0.175730745551028,0.176016272145742,0.164097405095127,5546,34196,34109,33923,33797
"Crawford County, KS",county,05000US20037,7681,8102,8219,0.205742908418825,0.216677364142062,0.219559758508308,0.218498623693845,8176,37333,37392,37434,37419
"Decatur County, KS",county,05000US20039,284,419,316,0.100709219858156,0.148845470692718,0.112176073837416,0.133261879242587,373,2820,2815,2817,2799
"Dickinson County, KS",county,05000US20041,2116,2187,2005,0.109444501913727,0.113574989613627,0.105001309243257,0.112441958632334,2131,19334,19256,19095,18952
"Doniphan County, KS",county,05000US20043,891,925,892,0.12330473290894,0.127639023044018,0.12392331203112,0.121893325886624,873,7226,7247,7198,7162
"Douglas County, KS",county,05000US20045,19617,19324,20137,0.190006198907443,0.184568950696288,0.190054174453065,0.192221126839158,20668,103244,104698,105954,107522
"Edwards County, KS",county,05000US20047,373,351,335,0.128620689655172,0.121369294605809,0.116602854159415,0.110956036287509,318,2900,2892,2873,2866
"Elk County, KS",county,05000US20049,502,414,483,0.184830633284242,0.154766355140187,0.183301707779886,0.173627223511214,449,2716,2675,2635,2586
"Ellis County, KS",county,05000US20051,4448,4597,4353,0.161610289575991,0.165914750785,0.156397082599792,0.14398103243884,4008,27523,27707,27833,27837
"Ellsworth County, KS",county,05000US20053,370,479,484,0.068543905150056,0.088785912882299,0.090281663868681,0.084823898211322,460,5398,5395,5361,5423
"Finney County, KS",county,05000US20055,5790,6252,6222,0.160095116960681,0.171532045654083,0.17011154855643,0.159131510237735,5790,36166,36448,36576,36385
"Ford County, KS",county,05000US20057,5185,6247,6183,0.154998206385268,0.184827953489748,0.182260346657234,0.174032903512672,5871,33452,33799,33924,33735
"Franklin County, KS",county,05000US20059,3276,3437,3264,0.130512728576551,0.137315221733919,0.130921342906422,0.134640837444351,3357,25101,25030,24931,24933
"Geary County, KS",county,05000US20061,4213,4633,4463,0.121359642805704,0.130107557078267,0.124068720115646,0.12445505789576,4482,34715,35609,35972,36013
"Gove County, KS",county,05000US20063,286,201,219,0.103063063063063,0.073897058823529,0.08180799402316,0.091879527258864,241,2775,2720,2677,2623
"Graham County, KS",county,05000US20065,289,326,287,0.112363919129082,0.126947040498442,0.112416764590678,0.103312302839117,262,2572,2568,2553,2536
"Grant County, KS",county,05000US20067,1015,1090,795,0.130345447540773,0.14015687283014,0.102792862684251,0.113488129402557,870,7787,7777,7734,7666
"Gray County, KS",county,05000US20069,663,566,597,0.112239715591671,0.095174037329746,0.099882884390162,0.083193277310924,495,5907,5947,5977,5950
"Greeley County, KS",county,05000US20071,64,162,97,0.054421768707483,0.135564853556485,0.081103678929766,0.070539419087137,85,1176,1195,1196,1205
"Greenwood County, KS",county,05000US20073,1042,951,945,0.161350263239393,0.149858178380082,0.150837988826816,0.144012944983819,890,6458,6346,6265,6180
"Hamilton County, KS",county,05000US20075,295,416,371,0.112252663622527,0.158597026305757,0.143464810518175,0.109855862874951,282,2628,2623,2586,2567
"Harper County, KS",county,05000US20077,953,892,933,0.165307892454467,0.155563306592257,0.16371293209335,0.136556854410202,771,5765,5734,5699,5646
"Harvey County, KS",county,05000US20079,4273,4626,4415,0.128295202065694,0.138449106635142,0.131885529931892,0.125044872561924,4180,33306,33413,33476,33428
"Haskell County, KS",county,05000US20081,434,475,562,0.103902322240843,0.114292589027911,0.137542829172785,0.129024269440317,521,4177,4156,4086,4038
"Hodgeman County, KS",county,05000US20083,99,106,88,0.051589369463262,0.05558468799161,0.046194225721785,0.057355284121083,108,1919,1907,1905,1883
"Jackson County, KS",county,05000US20085,1239,1265,1197,0.094048884165781,0.095942358740994,0.091012773722628,0.081960963708448,1075,13174,13185,13152,13116
"Jefferson County, KS",county,05000US20087,1436,1441,1394,0.077324861342954,0.077795173567997,0.07541249661888,0.091336540020537,1690,18571,18523,18485,18503
"Jewell County, KS",county,05000US20089,379,421,466,0.125413633355394,0.139127561136814,0.154765858518765,0.152605042016807,454,3022,3026,3011,2975
"Johnson County, KS",county,05000US20091,35813,35995,34556,0.065468910813622,0.064969523256003,0.061636371095332,0.06036555866701,34189,547023,554029,560643,566366
"Kearny County, KS",county,05000US20093,392,317,412,0.101423027166882,0.082380457380457,0.106874189364462,0.125814014066163,483,3865,3848,3855,3839
"Kingman County, KS",county,05000US20095,953,979,811,0.125262881177708,0.128612716763006,0.106500328299409,0.087705352411235,662,7608,7612,7615,7548
"Kiowa County, KS",county,05000US20097,288,377,364,0.122501063377286,0.159678102498941,0.154893617021277,0.108732876712329,254,2351,2361,2350,2336
"Labette County, KS",county,05000US20099,3192,3382,3651,0.153380423814329,0.163200308835593,0.177560548584768,0.18179584213889,3699,20811,20723,20562,20347
"Lane County, KS",county,05000US20101,163,162,149,0.10290404040404,0.099692307692308,0.089921544960773,0.088516746411483,148,1584,1625,1657,1672
"Leavenworth County, KS",county,05000US20103,7607,7743,8223,0.107172543991885,0.107893820107295,0.113632280798729,0.099142536229899,7238,70979,71765,72365,73006
"Lincoln County, KS",county,05000US20105,396,400,333,0.127741935483871,0.130165961601041,0.109647678630227,0.108009305417082,325,3100,3073,3037,3009
"Linn County, KS",county,05000US20107,1219,1362,1246,0.129350594227504,0.144539955428208,0.132005509058163,0.14952380952381,1413,9424,9423,9439,9450
"Logan County, KS",county,05000US20109,347,248,232,0.12752664461595,0.090610157106321,0.084302325581395,0.095686843059079,264,2721,2737,2752,2759
"Lyon County, KS",county,05000US20111,6845,7146,6919,0.210959410731346,0.221402899987607,0.215096216619517,0.208873442294445,6671,32447,32276,32167,31938
"McPherson County, KS",county,05000US20113,2287,2266,1993,0.082230691787718,0.081285647666535,0.071510584858271,0.065923395072829,1833,27812,27877,27870,27805
"Marion County, KS",county,05000US20115,1394,1408,1306,0.120058565153734,0.121999826704792,0.113971550746138,0.108834602924437,1243,11611,11541,11459,11421
"Marshall County, KS",county,05000US20117,1204,1266,1087,0.122295581513459,0.128658536585366,0.110647394136808,0.094559983608237,923,9845,9840,9824,9761
"Meade County, KS",county,05000US20119,416,505,481,0.095347238138895,0.116871094654015,0.113016917293233,0.141252390057361,591,4363,4321,4256,4184
"Miami County, KS",county,05000US20121,3018,2973,2949,0.094620015048909,0.092923673188723,0.092021094018161,0.095826460427624,3079,31896,31994,32047,32131
"Mitchell County, KS",county,05000US20123,582,628,626,0.096838602329451,0.104353605849119,0.103814262023217,0.11558872305141,697,6010,6018,6030,6030
"Montgomery County, KS",county,05000US20125,6527,6102,6303,0.193576131443146,0.182035142149697,0.190141482397659,0.189844464775846,6225,33718,33521,33149,32790
"Morris County, KS",county,05000US20127,477,477,505,0.08307210031348,0.083860759493671,0.089364714209874,0.088045812455261,492,5742,5688,5651,5588
"Morton County, KS",county,05000US20129,348,319,325,0.112512124151309,0.104044357469015,0.107830126078301,0.100917431192661,297,3093,3066,3014,2943
"Nemaha County, KS",county,05000US20131,1121,1149,1129,0.115033350436121,0.117352670820141,0.114363857374392,0.109264139468883,1078,9745,9791,9872,9866
"Neosho County, KS",county,05000US20133,3291,2641,2961,0.207059267648169,0.166226082578046,0.185980780101752,0.196776232616941,3113,15894,15888,15921,15820
"Ness County, KS",county,05000US20135,385,319,354,0.127146631439894,0.104934210526316,0.117335101093802,0.11300568371782,338,3028,3040,3017,2991
"Norton County, KS",county,05000US20137,442,433,398,0.093525179856115,0.09197111299915,0.085170126257222,0.088921901528014,419,4726,4708,4673,4712
"Osage County, KS",county,05000US20139,1699,1930,1997,0.105968939063182,0.121056262936712,0.125914249684741,0.115840893230984,1826,16033,15943,15860,15763
"Osborne County, KS",county,05000US20141,642,631,564,0.17258064516129,0.17128121606949,0.154309165526676,0.174165056582942,631,3720,3684,3655,3623
"Ottawa County, KS",county,05000US20143,564,538,466,0.094901564866229,0.090755735492578,0.078782755705833,0.085233072473631,501,5943,5928,5915,5878
"Pawnee County, KS",county,05000US20145,385,433,464,0.063374485596708,0.072178696449408,0.078180286436394,0.073044379209118,423,6075,5999,5935,5791
"Phillips County, KS",county,05000US20147,543,519,494,0.1,0.09582717872969,0.092009685230024,0.094300712410949,503,5430,5416,5369,5334
"Pottawatomie County, KS",county,05000US20149,1947,2113,1992,0.0898601559976,0.096062920531006,0.089183381088825,0.090306911017885,2045,21667,21996,22336,22645
"Pratt County, KS",county,05000US20151,1080,1099,1144,0.115656457485543,0.117427075542259,0.122562674094708,0.131361834351227,1226,9338,9359,9334,9333
"Rawlins County, KS",county,05000US20153,290,300,250,0.115125049622866,0.119047619047619,0.099840255591054,0.081016679904686,204,2519,2520,2504,2518
"Reno County, KS",county,05000US20155,7607,7732,7457,0.124417330432934,0.126364646662744,0.122045826513912,0.143314612277072,8727,61141,61188,61100,60894
"Republic County, KS",county,05000US20157,599,652,599,0.124558120191308,0.137089991589571,0.127501064282674,0.113685113685114,530,4809,4756,4698,4662
"Rice County, KS",county,05000US20159,1419,1554,1365,0.149289847448711,0.164933135215453,0.147011308562197,0.151898734177215,1404,9505,9422,9285,9243
"Riley County, KS",county,05000US20161,14858,14599,14922,0.231971397792384,0.22322629969419,0.225390831508194,0.216823588085055,14347,64051,65400,66205,66169
"Rooks County, KS",county,05000US20163,922,813,723,0.183118172790467,0.162145991224571,0.143851969757262,0.135358004827031,673,5035,5014,5026,4972
"Rush County, KS",county,05000US20165,404,326,292,0.128172588832487,0.103393593403108,0.093649775497114,0.074723846653671,230,3152,3153,3118,3078
"Russell County, KS",county,05000US20167,1000,1038,885,0.146305779078274,0.15166569257744,0.128802212196187,0.130023296447292,893,6835,6844,6871,6868
"Saline County, KS",county,05000US20169,9431,9526,8700,0.174016532585431,0.175539462288315,0.160777646363099,0.147820453493753,7986,54196,54267,54112,54025
"Scott County, KS",county,05000US20171,546,301,319,0.11287988422576,0.061718269427927,0.065813905508562,0.051282051282051,250,4837,4877,4847,4875
"Sedgwick County, KS",county,05000US20173,75714,75287,75400,0.153220681979156,0.151463697760646,0.150930101747707,0.150497497557377,75476,494150,497063,499569,501510
"Seward County, KS",county,05000US20175,4385,4162,4350,0.194284448382809,0.182768311962059,0.191284464183633,0.189032998058938,4285,22570,22772,22741,22668
"Shawnee County, KS",county,05000US20177,29175,28387,26445,0.167477985327379,0.163069640795271,0.151658523157388,0.144706078344641,25190,174202,174079,174372,174077
"Sheridan County, KS",county,05000US20179,324,211,165,0.129186602870813,0.084501401682019,0.066,0.060970718010429,152,2508,2497,2500,2493
"Sherman County, KS",county,05000US20181,993,1094,1125,0.168390707139223,0.184703697450616,0.18974531961545,0.170291687742371,1010,5897,5923,5929,5931
"Smith County, KS",county,05000US20183,572,682,543,0.153887543718052,0.183926645091694,0.14759445501495,0.138736263736264,505,3717,3708,3679,3640
"Stafford County, KS",county,05000US20185,649,636,675,0.150965340776925,0.14992927864215,0.161367439636624,0.158009180961585,654,4299,4242,4183,4139
"Stanton County, KS",county,05000US20187,86,152,113,0.03972286374134,0.070862470862471,0.053478466635116,0.073381294964029,153,2165,2145,2113,2085
"Stevens County, KS",county,05000US20189,848,734,1037,0.150755555555556,0.12977369165488,0.182025627523258,0.179564370462192,1014,5625,5656,5697,5647
"Sumner County, KS",county,05000US20191,3145,2969,2869,0.134298402937911,0.127512454904656,0.12396301417214,0.125054428285291,2872,23418,23284,23144,22966
"Thomas County, KS",county,05000US20193,846,654,733,0.112171837708831,0.086120621543324,0.096804014791337,0.100052938062467,756,7542,7594,7572,7556
"Trego County, KS",county,05000US20195,193,188,119,0.066758906952612,0.065391304347826,0.041434540389972,0.04323374340949,123,2891,2875,2872,2845
"Wabaunsee County, KS",county,05000US20197,444,435,404,0.064338501666425,0.06326352530541,0.05884066414215,0.067164179104478,459,6901,6876,6866,6834
"Wallace County, KS",county,05000US20199,129,149,129,0.083657587548638,0.096690460739779,0.082322910019145,0.101607717041801,158,1542,1541,1567,1555
"Washington County, KS",county,05000US20201,573,618,649,0.102120834075922,0.110971449093195,0.117190321415674,0.10501280643981,574,5611,5569,5538,5466
"Wichita County, KS",county,05000US20203,217,221,214,0.098861047835991,0.101609195402299,0.099442379182156,0.059905660377359,127,2195,2175,2152,2120
"Wilson County, KS",county,05000US20205,1607,1679,1639,0.177863862755949,0.187618728349536,0.185722379603399,0.16704910509408,1456,9035,8949,8825,8716
"Woodson County, KS",county,05000US20207,622,590,714,0.19559748427673,0.187539732994278,0.228406909788868,0.232245681381958,726,3180,3146,3126,3126
"Wyandotte County, KS",county,05000US20209,37432,38326,37963,0.239276902031476,0.242914004664841,0.238628934929096,0.227408434517564,36409,156438,157776,159088,160104
"Adair County, KY",county,05000US21001,3368,3531,3789,0.191113885263576,0.19810368043088,0.21623009758603,0.232686047816814,4146,17623,17824,17523,17818
"Allen County, KY",county,05000US21003,3681,3870,3454,0.186040634792277,0.194570135746606,0.172200618207199,0.169769173492182,3420,19786,19890,20058,20145
"Anderson County, KY",county,05000US21005,2418,2644,2223,0.113054048999439,0.123251911243707,0.102959566486036,0.113292074635138,2453,21388,21452,21591,21652
"Ballard County, KY",county,05000US21007,1157,1325,1295,0.144138532452971,0.167403663929248,0.163365712123124,0.163909584543503,1298,8027,7915,7927,7919
"Barren County, KY",county,05000US21009,8636,8462,8598,0.207536287609343,0.202595288258954,0.204470868014269,0.213936805342521,9066,41612,41768,42050,42377
"Bath County, KY",county,05000US21011,3243,3121,3122,0.280172786177106,0.267048857705142,0.264441809249534,0.244944008022731,2931,11575,11687,11806,11966
"Bell County, KY",county,05000US21013,9168,8886,10233,0.335430996633982,0.327160266558669,0.379520083076809,0.365539934190847,9776,27332,27161,26963,26744
"Boone County, KY",county,05000US21015,10804,10553,10156,0.089998084083734,0.086659823444878,0.082398279988642,0.079200282858153,9856,120047,121775,123255,124444
"Bourbon County, KY",county,05000US21017,3384,3472,3272,0.172021146807645,0.176737083227284,0.166133536430566,0.170348127035831,3347,19672,19645,19695,19648
"Boyd County, KY",county,05000US21019,9310,9246,9500,0.198727800546448,0.197361680327869,0.203910794393526,0.189788739992663,8795,46848,46848,46589,46341
"Boyle County, KY",county,05000US21021,4831,4195,4291,0.182978562230134,0.157611962729185,0.16137645731478,0.163677800194276,4381,26402,26616,26590,26766
"Bracken County, KY",county,05000US21023,1411,1431,1544,0.167656844106464,0.170458606313282,0.185220729366603,0.206540033661938,1718,8416,8395,8336,8318
"Breathitt County, KY",county,05000US21025,4345,4199,4366,0.325224550898204,0.315453384418902,0.328567128236002,0.334673748103187,4411,13360,13311,13288,13180
"Breckinridge County, KY",county,05000US21027,3868,3574,3422,0.195838185408334,0.181790437436419,0.174316132647344,0.171092951991828,3350,19751,19660,19631,19580
"Bullitt County, KY",county,05000US21029,7647,8185,7911,0.102359885954462,0.108356059201991,0.10356745434313,0.102529510961214,7904,74707,75538,76385,77090
"Butler County, KY",county,05000US21031,3123,3417,3667,0.250843373493976,0.273185161496642,0.292610916054899,0.246006389776358,3080,12450,12508,12532,12520
"Caldwell County, KY",county,05000US21033,2731,2560,2544,0.214280109846999,0.202179750434371,0.201425178147268,0.211387957195336,2647,12745,12662,12630,12522
"Calloway County, KY",county,05000US21035,6828,7341,8015,0.200794000882223,0.213252382059029,0.231173026448617,0.248629148629149,8615,34005,34424,34671,34650
"Campbell County, KY",county,05000US21037,11467,12312,12883,0.130392758863797,0.139511167012272,0.145883818367116,0.148714117540523,13138,87942,88251,88310,88344
"Carlisle County, KY",county,05000US21039,808,955,970,0.161956303868511,0.192812436906925,0.197959183673469,0.163759491073261,798,4989,4953,4900,4873
"Carroll County, KY",county,05000US21041,3109,3345,2898,0.298971054909126,0.320709491850431,0.278975741239892,0.260248866595929,2698,10399,10430,10388,10367
"Carter County, KY",county,05000US21043,5410,4962,4682,0.20288768048003,0.186625545358809,0.176439553813687,0.186467586467586,4933,26665,26588,26536,26455
"Casey County, KY",county,05000US21045,4186,4506,3969,0.268247356616469,0.288144263972375,0.254913294797688,0.263887107119949,4114,15605,15638,15570,15590
"Christian County, KY",county,05000US21047,14054,14007,13576,0.204543800666579,0.203690777419073,0.199356818749174,0.202952793763037,13719,68709,68766,68099,67597
"Clark County, KY",county,05000US21049,5383,5433,5401,0.153650739281841,0.15534841163183,0.154358388110889,0.151061707282314,5300,35034,34973,34990,35085
"Clay County, KY",county,05000US21051,7430,6965,7732,0.376679340937896,0.35677696957279,0.397470827121781,0.40951646090535,7961,19725,19522,19453,19440
"Clinton County, KY",county,05000US21053,2449,2430,2435,0.243560417702635,0.24229733772061,0.243086752520715,0.224051896207585,2245,10055,10029,10017,10020
"Crittenden County, KY",county,05000US21055,1897,2020,1974,0.208369947275923,0.222884254661812,0.219333333333333,0.212441575784554,1909,9104,9063,9000,8986
"Cumberland County, KY",county,05000US21057,1588,1749,1682,0.23602853745541,0.260035682426405,0.251044776119403,0.222522117258959,1484,6728,6726,6700,6669
"Daviess County, KY",county,05000US21059,14340,15016,14948,0.151885863175622,0.158083126289637,0.156372918235836,0.162643756060432,15599,94413,94988,95592,95909
"Edmonson County, KY",county,05000US21061,1928,2021,2296,0.160840910986902,0.1682624261094,0.191668753652225,0.218550821871855,2606,11987,12011,11979,11924
"Elliott County, KY",county,05000US21063,2137,1983,2079,0.317911335911931,0.295529061102832,0.313149570718482,0.339425587467363,2210,6722,6710,6639,6511
"Estill County, KY",county,05000US21065,3932,4203,4199,0.271753403828876,0.291652210117272,0.292878565948246,0.303110986547085,4326,14469,14411,14337,14272
"Fayette County, KY",county,05000US21067,54459,56186,55900,0.188922538949077,0.193061124912809,0.189306069647024,0.18931600854612,56444,288261,291027,295289,298147
